,Application Number,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age,is_npl
7417,25650810REUM00061,37000.0,36983.74,18,F,1993-08-19,STREET VENDOR,15000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S1,2022-08-11,S1,PL,APPLICATION_COMPLETED,30,4,0
7420,25650810ULMB00136,12000.0,11799.45,24,F,1960-08-02,อื่นๆ,9000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S2,2022-12-22,S1,PL,APPLICATION_COMPLETED,63,15,0
7424,25650810REUM00068,26000.0,24929.21,36,F,1981-01-02,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-12-22,S1,PL,APPLICATION_COMPLETED,42,10,0
7455,25650811ULMB00011,26000.0,26000.0,36,M,2001-12-16,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,22,10,0
7461,25650811REUM00013,31000.0,30807.88,30,F,1990-12-09,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,33,5,0
7464,25650811ULMB00032,14000.0,14000.0,12,F,1993-12-23,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,30,12,0
7488,25650811ULCR00023,160000.0,160000.0,60,M,1967-09-06,STREET VENDOR,25000.0,CAR,HONDA,CITY,2010,AR,247500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,56,13,0
7524,25650811ULMB00039,29000.0,28264.25,36,M,1980-07-12,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-11-30,S2,PL,APPLICATION_COMPLETED,43,7,0
7525,25650811ULMB00075,18700.0,18700.0,18,M,1963-10-24,อื่นๆ,30000.0,MC,HONDA,SCOOPY I,2014,BV,25000,S3,2023-01-05,S2,NPL,APPLICATION_COMPLETED,60,9,1
7552,25650811REUM00057,33000.0,33000.0,18,M,1979-09-07,STREET VENDOR,25000.0,MC,HONDA,SCOOPY PRESTIGE,2021,BY,44000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,44,2,0
7557,25650811ULMB00091,23000.0,22573.56,24,M,1980-11-30,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,43,11,0
7561,25650811ULMB00077,26000.0,26000.0,24,F,1964-09-15,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,59,10,0
7569,25650811ULMB00085,26000.0,26000.0,36,F,1990-01-06,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,33,11,0
7578,25650811REUM00065,34000.0,33958.37,36,M,1998-09-19,อื่นๆ,10100.0,MC,HONDA,WAVE 110 I,2021,DQ,46000,S1,2022-08-11,S1,PL,APPLICATION_COMPLETED,25,2,0
7597,25650811ULMB00109,27000.0,27000.0,36,M,1999-04-20,STREET VENDOR,20000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,24,7,1
7598,25650811REUM00070,15700.0,15255.71,30,F,1991-09-05,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-08-11,S1,PL,APPLICATION_COMPLETED,32,13,0
7634,25650811REUM00084,50000.0,49554.93,30,M,1993-10-25,อื่นๆ,10000.0,MC,VESPA,SPRINT 150,2020,AO,80000,S1,2022-08-11,S1,PL,APPLICATION_COMPLETED,30,3,0
7648,25650811ULCR00086,176000.0,176000.0,60,F,1984-08-30,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2011,BE,237500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,12,0
7658,25650811ULMB00136,25000.0,24935.12,24,F,1982-08-02,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,41,10,0
7670,25650811ULMB00154,26000.0,26000.0,24,F,1994-05-07,อื่นๆ,10000.0,MC,YAMAHA,GRAND FILANO 125,2018,AV,34500,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,29,5,1
7690,25650811ULMB00169,23000.0,21151.16,12,F,1985-11-26,พนักงานบริษัท,10000.0,MC,YAMAHA,FINO 125,2016,AL,30500,S1,2022-08-11,S1,PL,APPLICATION_COMPLETED,38,7,0
7698,25650812ULMB00002,16500.0,16500.0,18,F,1980-03-30,อื่นๆ,19000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,43,12,0
7712,25650813ULMB00008,33000.0,33000.0,36,M,1980-06-09,อื่นๆ,12000.0,MC,HONDA,WAVE 110I,2022,CH,44500,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,43,1,1
7746,25650813ULCR00012,190000.0,190000.0,60,M,1989-11-25,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2013,EF,285500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,34,10,0
7757,25650813ULMB00047,29000.0,27403.23,24,M,1970-05-07,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-13,S1,PL,APPLICATION_COMPLETED,53,7,0
7763,25650813ULMB00052,24000.0,24000.0,36,M,1978-10-15,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,45,11,0
7785,25650813ULMB00079,10000.0,10000.0,24,M,1992-06-22,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,13,0
7795,25650813ULMB00063,26000.0,24727.05,36,M,1995-11-04,อื่นๆ,21000.0,MC,HONDA,CLICK 125I,2018,BC,35500,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,28,5,0
7806,25650813ULMB00082,24000.0,24000.0,12,F,1970-07-23,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2018,BZ,33000,S3,2023-01-13,S2,NPL,APPLICATION_COMPLETED,53,5,1
7843,25650813ULMB00130,15000.0,15000.0,18,M,2001-12-08,พนักงานบริษัท,17880.0,MC,HONDA,WAVE 100,2008,AO,22000,S3,2023-01-11,S2,NPL,APPLICATION_COMPLETED,22,15,1
7855,25650814ULMB00011,13000.0,12251.93,24,M,1979-07-12,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2010,AJ,20000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,44,13,0
7859,25650814ULMB00016,10000.0,8682.91,12,M,1990-10-16,พนักงานบริษัท,14500.0,MC,YAMAHA,MIO 125,2012,AJ,14000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,33,11,0
7876,25650814ULMB00029,30000.0,29025.88,36,M,1972-08-28,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,51,4,0
7895,25650814REUC00018,240000.0,239077.85,60,M,1973-09-27,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2014,DK,340500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,50,9,0
7961,25650815ULMB00022,26000.0,26000.0,36,M,1983-04-29,อื่นๆ,25000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S2,2022-11-21,S1,NPL,APPLICATION_COMPLETED,40,5,1
7967,25650815ULMB00006,4800.0,4782.6,12,M,1993-10-25,อื่นๆ,12000.0,MC,HONDA,WAVE 100,2005,AD,16000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,30,18,0
7975,25650815ULMB00019,34800.0,34656.53,36,F,1981-01-03,อื่นๆ,40000.0,MC,HONDA,SCOOPY I,2020,CX,46500,S2,2022-12-25,S1,PL,APPLICATION_COMPLETED,42,3,0
7996,25650815ULCR00013,40000.0,36608.93,24,M,1992-12-28,STREET VENDOR,12000.0,PU,ISUZU,FASTER Z,1996,AX,133500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,31,27,0
8017,25650815ULMB00061,10000.0,9900.47,36,M,1992-03-03,อื่นๆ,12000.0,MC,HONDA,CLICK 110I,2010,AC,18000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,31,13,0
8025,25650815REUC00041,81000.0,80793.07,60,M,1983-01-03,พนักงานบริษัท,25000.0,CAR,HONDA,CITY,2003,AL,121000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,40,20,0
8034,25650815ULMB00093,23700.0,23315.0,36,M,1992-01-19,อื่นๆ,15000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,5,0
8036,25650815ULCR00071,202000.0,196741.27,36,M,1977-01-01,พนักงานบริษัท,30000.0,CAR,TOYOTA,CAMRY,2008,DU,311000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,46,15,0
8053,25650815ULMB00096,19000.0,18868.61,12,M,1997-03-21,STREET VENDOR,10000.0,MC,SUZUKI,SMASH 115,2019,BH,31500,S1,2022-11-28,S2,PL,APPLICATION_COMPLETED,26,4,0
8062,25650815ULMB00110,18000.0,18000.0,36,F,1989-06-17,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,34,12,0
8063,25650815ULMB00113,18000.0,18000.0,36,M,1992-06-22,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,31,13,0
8068,25650815REUC00061,300000.0,290247.64,36,M,1977-02-12,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2012,BQ,431500,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,46,11,0
8077,25650815ULCR00106,180000.0,177206.82,36,F,1981-04-01,พนักงานบริษัท,25000.0,CAR,HONDA,CIVIC,2007,AW,245500,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,42,16,0
8078,25650815ULMB00116,30000.0,29140.61,36,M,1988-06-18,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,35,5,0
8080,25650815ULCR00117,61000.0,61000.0,60,M,1982-07-30,STREET VENDOR,20000.0,CAR,CHEVROLET,CRUZE,2012,AF,202000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,41,11,0
8106,25650815REUC00096,130000.0,130000.0,60,M,1982-12-08,พนักงานบริษัท,17000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,41,19,0
8109,25650815ULCR00120,290000.0,290000.0,60,F,1967-08-09,STREET VENDOR,35000.0,PU,TOYOTA,HILUX VIGO,2012,DX,363500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,56,11,0
8110,25650815ULMB00142,26300.0,26300.0,24,F,1989-08-29,อื่นๆ,40000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S3,2023-01-02,S2,NPL,APPLICATION_COMPLETED,34,9,1
8127,25650815ULMB00157,10000.0,9952.06,12,M,1993-08-09,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2023-01-11,S2,PL,APPLICATION_COMPLETED,30,4,0
8132,25650815ULMB00158,26000.0,24920.93,36,F,1985-10-18,ข้าราชการ,20000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,38,5,0
8145,25650815ULMB00167,29000.0,28991.41,36,M,1987-05-30,พนักงานรัฐวิสาหกิจ,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,36,7,0
8146,25650815ULMB00082,3000.0,2271.26,12,M,1972-06-03,เกษตรกร,20000.0,MC,SUZUKI,STEP 125,2006,AE,10000,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,51,17,0
8169,25650815REUC00129,127000.0,126917.51,60,F,1983-03-30,STREET VENDOR,30000.0,CAR,HONDA,ACCORD,2004,AD,195500,S1,2022-08-15,S1,PL,APPLICATION_COMPLETED,40,19,0
8182,25650815ULMB00143,30000.0,29577.68,36,F,1978-08-28,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2023-01-11,S2,PL,APPLICATION_COMPLETED,45,6,0
8184,25650815ULCR00167,99000.0,98330.2,60,F,1982-11-18,STREET VENDOR,50000.0,CAR,TOYOTA,COROLLA ALTIS,2004,AX,131500,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,41,19,0
8196,25650816REUC00003,155000.0,155000.0,60,M,1991-12-31,พนักงานบริษัท,33000.0,CAR,HONDA,JAZZ,2009,AX,240500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,32,14,0
8205,25650816ULCR00013,80000.0,80000.0,60,F,1998-06-07,พนักงานบริษัท,24000.0,CAR,HONDA,CITY,2002,BH,109000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,25,21,0
8231,25650816ULMB00027,16000.0,15925.97,24,F,1984-11-16,STREET VENDOR,50000.0,MC,HONDA,WAVE 100,2008,AO,22000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,39,15,0
8237,25650816REUC00013,220000.0,220000.0,60,F,1976-02-27,เกษตรกร,16000.0,PU,TOYOTA,HILUX VIGO,2007,CR,276000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,47,16,0
8247,25650816ULMB00030,25000.0,25000.0,36,F,1984-04-13,พนักงานบริษัท,60000.0,MC,YAMAHA,GRAND FILANO 125,2017,AT,33500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,39,6,0
8267,25650816ULMB00060,19500.0,19500.0,36,F,1997-08-05,STREET VENDOR,10000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S2,2022-11-24,S1,NPL,APPLICATION_COMPLETED,26,9,1
8272,25650816REUC00039,246000.0,245509.51,60,F,1987-08-28,อื่นๆ,18000.0,PU,TOYOTA,HILUX VIGO,2008,EY,308000,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,36,15,0
8308,25650816ULMB00083,18000.0,17011.55,24,M,1984-08-23,พนักงานบริษัท,15000.0,MC,YAMAHA,MIO 125I,2012,AO,24500,S1,2022-12-26,S2,PL,APPLICATION_COMPLETED,39,11,0
8344,25650816ULCR00104,177400.0,177400.0,60,M,1976-04-16,นักกฎหมาย,20000.0,CAR,NISSAN,ALMERA,2016,DH,273000,S1,2022-08-16,S1,PL,APPLICATION_COMPLETED,47,7,0
8368,25650816REUC00106,240000.0,240000.0,48,F,1987-12-04,อื่นๆ,20000.0,CAR,HONDA,BRIO,2016,CS,328500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,36,7,0
8383,25650816ULMB00133,23500.0,23363.33,24,F,1991-09-16,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,32,11,0
8428,25650816REUC00015,165000.0,165000.0,60,F,1980-10-04,บุคลากรทางการแพทย์,32000.0,CAR,TOYOTA,VIOS,2011,BB,222500,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,43,12,0
8434,25650816REUC00137,214000.0,214000.0,60,M,1951-04-29,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2007,CV,286000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,72,16,0
8435,25650817REUC00001,250000.0,250000.0,60,F,1983-10-18,อาจารย์,24830.0,PU,FORD,RANGER,2016,AJ,468000,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,40,7,0
8459,25650817ULMB00014,18700.0,18700.0,36,F,1989-12-25,อื่นๆ,11000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,34,11,1
8469,25650817ULMB00028,31000.0,31000.0,36,F,1972-09-01,อื่นๆ,10000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-11-27,S1,NPL,APPLICATION_COMPLETED,51,9,1
8470,25650817ULCR00031,100000.0,100000.0,48,F,1990-02-17,STREET VENDOR,25000.0,CAR,HONDA,CIVIC,2002,CH,134500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,33,21,0
8471,25650817ULMB00035,24000.0,23735.52,36,F,1970-05-21,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,53,11,0
8472,25650817REUC00013,125000.0,125000.0,60,M,1982-09-11,อื่นๆ,12000.0,PU,TOYOTA,HILUX TIGER,2002,DI,158000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,41,21,0
8476,25650817ULMB00040,15000.0,13299.85,12,M,1992-06-29,พนักงานบริษัท,25000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,31,13,0
8489,25650817ULMB00033,6500.0,6174.12,18,M,1996-03-18,อื่นๆ,15000.0,MC,HONDA,WAVE 125,2004,AA,21500,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,27,19,0
8494,25650817ULMB00054,35000.0,35000.0,24,F,1988-02-18,STREET VENDOR,70000.0,MC,YAMAHA,N-MAX 155,2017,CQ,46500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,35,6,0
8497,25650817ULMB00061,30000.0,27447.3,24,M,1982-03-25,อื่นๆ,30000.0,CAR,HONDA,CR-V,2004,BU,191000,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,41,19,0
8502,25650817ULCR00055,80000.0,73618.14,24,F,1990-07-06,อื่นๆ,10000.0,CAR,MITSUBISHI,ATTRAGE,2013,BN,196500,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,33,10,0
8530,25650817REUC00054,200000.0,200000.0,60,F,1986-10-04,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2007,EG,314000,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,37,16,0
8543,25650817ULMB00101,35000.0,33839.69,24,F,1988-02-18,STREET VENDOR,70000.0,MC,YAMAHA,N-MAX 155,2017,CQ,46500,S2,2023-01-13,S3,NPL,APPLICATION_COMPLETED,35,6,1
8547,25650817ULMB00105,13500.0,11682.27,18,M,1979-08-30,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,44,15,0
8549,25650817ULCR00085,100000.0,97820.91,60,M,1962-07-05,อื่นๆ,12000.0,PU,TOYOTA,HILUX VIGO,2005,CX,233500,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,61,18,0
8556,25650817ULMB00095,30000.0,30000.0,36,M,1999-12-27,พนักงานบริษัท,11500.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,24,5,0
8559,25650817ULMB00082,30000.0,30000.0,12,F,1980-03-23,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,2022-11-29,S1,NPL,APPLICATION_COMPLETED,43,7,1
8561,25650817ULMB00114,16500.0,16016.46,30,F,1991-02-21,พนักงานบริษัท,12000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,32,12,0
8565,25650817ULCR00099,250000.0,250000.0,60,F,1992-01-20,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2006,CT,321500,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,31,17,0
8572,25650817REUC00055,288000.0,288000.0,60,F,1973-08-31,อาจารย์,27610.0,PU,TOYOTA,FORTUNER,2005,AZ,378000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,50,18,0
8574,25650817ULMB00122,19000.0,17792.39,36,F,1988-03-18,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 125 I,2014,CD,25500,S1,2023-01-08,S2,PL,APPLICATION_COMPLETED,35,9,0
8596,25650817REUC00078,190000.0,190000.0,60,M,1983-11-28,อื่นๆ,50000.0,PU,ISUZU,D-MAX,2013,BO,319000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,10,0
8613,25650817ULMB00153,31700.0,31169.8,36,M,1988-08-03,พนักงานบริษัท,15000.0,MC,YAMAHA,AEROX 155,2017,CM,42500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,35,6,0
8619,25650817ULMB00160,9000.0,8173.46,24,M,2000-10-11,อื่นๆ,12000.0,MC,BENELLI,TNT 25,2017,AB,31000,S1,2023-01-08,S2,PL,APPLICATION_COMPLETED,23,6,0
8643,25650817ULCR00149,110000.0,110000.0,60,F,1990-11-18,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2006,AD,147500,S1,2022-08-17,S1,PL,APPLICATION_COMPLETED,33,17,0
8667,25650818ULMB00007,29000.0,27862.36,36,F,1983-02-14,STREET VENDOR,15000.0,MC,HONDA,SCOOPY CLUB 12,2021,BX,45500,S1,2022-11-25,S2,PL,APPLICATION_COMPLETED,40,2,0
8668,25650818ULMB00010,16500.0,15853.36,18,F,1983-02-27,STREET VENDOR,17000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,40,6,0
8669,25650818ULCR00005,150000.0,150000.0,48,F,1990-08-10,STREET VENDOR,20000.0,PU,NISSAN,FRONTIER NAVARA,2008,BG,253500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,33,15,0
8680,25650818ULMB00030,30000.0,30000.0,24,M,1990-07-11,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,33,6,0
8693,25650818ULMB00033,20000.0,20000.0,36,M,1998-07-25,อื่นๆ,12000.0,MC,HONDA,CBR 150,2011,AA,27000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,25,12,0
8712,25650816REUC00048,150000.0,150000.0,60,M,1984-08-10,พนักงานบริษัท,80000.0,CAR,NISSAN,TIIDA,2012,AU,231500,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,39,11,0
8715,25650818ULMB00073,28500.0,27249.96,36,M,2000-01-23,เกษตรกร,9000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,23,7,0
8716,25650818REUC00012,200000.0,200000.0,60,M,1993-10-31,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2006,CE,291500,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,30,17,0
8732,25650818ULMB00088,27000.0,26690.67,36,F,1982-11-03,เกษตรกร,9000.0,MC,HONDA,DREAM 110,2012,AU,36000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,41,11,0
8733,25650818ULMB00074,18000.0,14560.34,18,M,1984-01-27,พนักงานบริษัท,33000.0,MC,HONDA,MSX 125,2016,BG,25000,S1,2023-01-11,S2,PL,APPLICATION_COMPLETED,39,7,0
8735,25650818REUC00032,165000.0,165000.0,60,M,1992-02-10,พนักงานบริษัท,15000.0,CAR,MAZDA,3,2010,AJ,238500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,31,13,0
8737,25650818ULMB00083,18000.0,17492.03,36,F,1986-02-28,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2013,BG,24000,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,37,10,0
8757,25650818ULMB00118,15000.0,13081.95,18,F,1983-04-18,เกษตรกร,15000.0,MC,HONDA,DREAM 110,2013,BJ,40000,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,40,10,0
8766,25650818ULCR00067,180000.0,177616.87,48,F,1981-02-16,พนักงานบริษัท,43000.0,CAR,TOYOTA,VIOS,2013,DU,290000,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,42,10,0
8772,25650818REUC00027,250000.0,250000.0,60,F,1985-01-15,STREET VENDOR,60000.0,PU,ISUZU,D-MAX,2008,BR,318500,S1,2023-01-08,S2,PL,APPLICATION_COMPLETED,38,15,0
8780,25650818ULMB00124,18000.0,15674.45,12,F,1990-09-29,พนักงานบริษัท,23000.0,MC,HONDA,SCOOPY I,2016,BO,24500,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,33,7,0
8785,25650818ULMB00140,11000.0,11000.0,12,F,1967-08-17,STREET VENDOR,20000.0,MC,GPX,DEMON 125,2016,AF,16000,S2,2022-11-18,S1,NPL,APPLICATION_COMPLETED,56,7,1
8797,25650818ULCR00003,150000.0,150000.0,48,F,1992-12-17,พนักงานบริษัท,19000.0,PU,NISSAN,FRONTIER NAVARA,2007,BH,238500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,31,16,0
8804,25650818REUC00050,170000.0,170000.0,60,F,1987-01-31,พนักงานบริษัท,17000.0,PU,NISSAN,FRONTIER NAVARA,2012,AB,244000,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,36,11,0
8806,25650818REUC00054,190000.0,189587.18,60,F,1980-09-19,อื่นๆ,18000.0,PU,TOYOTA,HILUX VIGO,2011,EH,271500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,43,12,0
8818,25650818ULMB00169,24800.0,24355.97,36,F,1975-05-04,อื่นๆ,11000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-04,S1,PL,APPLICATION_COMPLETED,48,11,0
8823,25650818REUC00064,100000.0,97779.04,30,M,1972-10-07,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2011,AK,320000,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,51,12,0
8831,25650818ULMB00179,27000.0,26933.13,24,F,1983-09-07,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,40,8,0
8838,25650818ULMB00185,26000.0,24569.53,30,M,1957-05-18,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2023-01-12,S2,PL,APPLICATION_COMPLETED,66,11,0
8870,25650818ULMB00208,27000.0,26878.61,30,M,1991-02-15,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,32,11,0
8877,25650818ULCR00066,250000.0,241217.52,36,M,1970-08-06,อื่นๆ,35000.0,VAN,TOYOTA,COMMUTER,2007,BK,417500,S1,2022-08-18,S1,PL,APPLICATION_COMPLETED,53,16,0
8879,25650818ULMB00213,26400.0,26400.0,36,F,1970-07-05,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,53,10,0
8896,25650818ULCR00156,280000.0,280000.0,60,M,1983-09-06,พนักงานบริษัท,63500.0,PU,TOYOTA,HILUX VIGO,2010,DE,348500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,40,13,0
